CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,cluster,persona,pc1,pc2,country,avg_basket,tenure_days,annualized_clv_proxy
14096,4,17,65164.79,5,5,5,555,Champions,2,VIP B2B Accounts,4.933924554449956,2.700551787926508,United Kingdom,3833.22,97,245207.71
14098,37,1,147.35,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.950457735524192,-0.5250471587423594,United Kingdom,147.35,0,1768.2
14099,16,11,3104.17,4,5,5,455,Champions,2,VIP B2B Accounts,2.244244826953771,-0.5907619589735793,United Kingdom,282.2,338,3352.14
14100,138,1,191.95,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.1221183464742577,0.13078789912522618,United Kingdom,191.95,0,2303.4
14101,74,6,5976.79,2,5,5,255,Cannot Lose Them,3,Loyal Repeat Buyers,2.094910730479572,1.5171928900251745,United Kingdom,996.13,252,8656.86
14102,5,5,1105.88,5,4,4,544,Champions,4,Engaged New Buyers,1.1046884211280459,-0.854614654763281,United Kingdom,221.18,39,10349.9
14104,155,2,216.21,2,3,1,231,At Risk,1,Dormant Former Buyers,-1.5502169183947432,-0.8698377776760848,United Kingdom,108.1,11,2594.52
14105,239,1,1266.23,1,1,4,114,Hibernating,0,Casual Low-Value Buyers,-0.7857753551911982,2.768749120758369,United Kingdom,1266.23,0,15194.76
14107,52,7,2703.23,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.6491140006575775,0.13877601395313371,United Kingdom,386.18,312,3162.43
14108,31,2,597.91,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.051457747832113786,-0.10039916789070327,United Kingdom,298.96,70,3117.67
14109,73,1,144.2,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.1631580264717063,-0.3967214403000131,United Kingdom,144.2,0,1730.4
14110,4,12,5683.15,5,5,5,555,Champions,2,VIP B2B Accounts,3.0648833363362438,-0.16869038274930173,United Kingdom,473.6,263,7887.26
14111,14,4,692.85,4,4,3,443,Champions,4,Engaged New Buyers,0.7349968444203986,-1.1544561181115118,United Kingdom,173.21,227,1114.05
14112,23,7,2915.15,4,5,5,455,Champions,3,Loyal Repeat Buyers,1.902677123470817,0.0769001015600736,United Kingdom,416.45,253,4205.65
14113,4,4,1840.42,5,4,4,544,Champions,2,VIP B2B Accounts,1.9135262358195777,-0.1652838672779061,United Kingdom,460.1,351,1913.83
14114,274,2,386.53,1,3,2,132,At Risk,4,Engaged New Buyers,-0.9667007084002077,-0.14778584155800997,United Kingdom,193.26,56,2519.35
14116,20,5,1382.74,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.0886205865824727,-0.3715854902385779,United Kingdom,276.55,101,4997.03
14117,144,1,90.0,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.7321603422986227,-0.8612800741585079,United Kingdom,90.0,0,1080.0
14121,4,4,2780.15,5,4,5,545,Champions,2,VIP B2B Accounts,1.9019989124160133,0.5954661518309662,United Kingdom,695.04,56,18120.62
14124,84,1,419.58,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.358142062376076,1.0538344750552586,United Kingdom,419.58,0,5034.96
14125,11,3,2720.63,5,3,5,535,Potential Loyalists,3,Loyal Repeat Buyers,1.6000279876283752,1.1455755450599134,United Kingdom,906.88,67,14821.34
14126,8,3,706.1300000000001,5,3,3,533,Potential Loyalists,4,Engaged New Buyers,0.03204749844003871,-0.35401579752319073,United Kingdom,235.38,2,8473.56
14127,123,3,709.71,2,3,3,233,At Risk,4,Engaged New Buyers,0.03704620654943274,-0.21059061870408452,United Kingdom,236.57,187,1385.26
14128,61,2,637.5,3,3,3,333,Hibernating,4,Engaged New Buyers,0.09736359657996334,0.022528690725838237,United Kingdom,318.75,195,1193.27
14129,2,5,1123.86,5,4,4,544,Champions,2,VIP B2B Accounts,1.6696809360169593,-1.2140051601833732,United Kingdom,224.77,259,1583.82
14130,319,1,480.91,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.639027992020781,1.5474810930332898,United Kingdom,480.91,0,5770.92
14132,2,11,3586.03,5,5,5,555,Champions,2,VIP B2B Accounts,2.7520640296032965,-0.7350890650435091,United Kingdom,326.0,181,7231.5
14133,130,3,605.64,2,3,3,233,At Risk,4,Engaged New Buyers,-0.10578952393106912,-0.40760182208127044,United Kingdom,201.88,186,1188.49
14135,2,15,4690.31,5,5,5,555,Champions,2,VIP B2B Accounts,3.199281505150674,-0.9012099333854603,United Kingdom,312.69,371,4614.46
14138,2,2,965.88,5,3,4,534,Potential Loyalists,3,Loyal Repeat Buyers,1.1046369076880715,-0.006049325672444784,United Kingdom,482.94,62,5686.23
14139,46,1,415.82,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.1913633502508432,0.9023412823767775,United Kingdom,415.82,0,4989.84
14140,4,2,935.05,5,3,4,534,Potential Loyalists,3,Loyal Repeat Buyers,0.7778426304639922,0.1653146067161978,United Kingdom,467.52,27,11220.6
14141,3,4,915.13,5,4,3,543,Champions,4,Engaged New Buyers,1.195523664694021,-1.0039705162912316,United Kingdom,228.78,102,3274.73
14142,373,1,311.81,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-2.0284476904903737,1.0080286864715984,United Kingdom,311.81,0,3741.72
14143,134,1,115.8,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.51270410737793,-0.5453275387283665,United Kingdom,115.8,0,1389.6
14145,47,4,3742.2,3,4,5,345,Loyal Customers,3,Loyal Repeat Buyers,1.6789124204704708,1.396129171714797,United Kingdom,935.55,170,8034.72
14146,9,5,4191.0,5,4,5,545,Champions,2,VIP B2B Accounts,2.416246359894632,0.7863453801851863,United Kingdom,838.2,348,4395.73
14147,78,2,483.4,2,3,2,232,At Risk,4,Engaged New Buyers,-0.1821460046222898,-0.29502767947482933,United Kingdom,241.7,207,852.37
14148,234,1,157.2,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.434156576983806,-0.010302088916263401,United Kingdom,157.2,0,1886.4
14149,221,1,446.62,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.590394011349137,1.3629712953789401,United Kingdom,446.62,0,5359.44
14150,36,2,658.64,3,3,3,333,Hibernating,4,Engaged New Buyers,0.36899554866884193,-0.11443524316442624,United Kingdom,329.32,324,741.99
14152,75,2,621.29,2,3,3,233,At Risk,4,Engaged New Buyers,-0.02181836819458407,0.06053046702110843,United Kingdom,310.64,158,1435.26
14154,239,2,1345.62,1,3,4,134,At Risk,0,Casual Low-Value Buyers,-0.6902520512432665,1.9487260205332313,United Kingdom,672.81,0,16147.44
14155,266,1,118.75,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.6930518666249177,-0.351483960952219,United Kingdom,118.75,0,1425.0
14156,10,55,117210.08,5,5,5,555,Champions,2,VIP B2B Accounts,5.827756867447766,1.8312417049268241,EIRE,2131.09,361,118508.81
14157,20,2,424.89,4,3,2,432,Potential Loyalists,4,Engaged New Buyers,0.15032233394070668,-0.806946668016196,United Kingdom,212.44,265,585.23
14158,40,1,507.66,3,1,3,313,About to Sleep,0,Casual Low-Value Buyers,-0.9929326716838488,1.135661250690675,United Kingdom,507.66,0,6091.92
14159,20,11,4630.35,4,5,5,455,Champions,2,VIP B2B Accounts,2.5024488307387296,-0.010877381565427561,United Kingdom,420.94,343,4927.34
14161,216,3,1097.62,1,3,4,134,At Risk,3,Loyal Repeat Buyers,0.18158041437975592,0.5239608449247595,United Kingdom,365.87,153,2618.51
14162,174,2,289.36,2,3,2,232,At Risk,4,Engaged New Buyers,-0.9261039033599042,-0.7236678439385709,United Kingdom,144.68,118,895.05
14163,87,4,2445.91,2,4,5,245,Cannot Lose Them,3,Loyal Repeat Buyers,1.141160457088577,0.9862417099762405,United Kingdom,611.48,151,5912.3
14164,71,2,1631.77,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.2630889420071177,1.6432479193849914,United Kingdom,815.88,10,19581.24
14165,276,1,120.44,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.692700990567115,-0.3241417618822926,United Kingdom,120.44,0,1445.28
14167,39,4,562.59,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.3282254313971601,-1.228344567119212,United Kingdom,140.65,291,705.65
14171,98,1,363.79,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.5160615402004185,0.9000011452416324,United Kingdom,363.79,0,4365.48
14173,11,4,450.84,5,4,2,542,Champions,4,Engaged New Buyers,0.44406679462383497,-1.7662113723904251,United Kingdom,112.71,208,791.14
14174,33,1,134.46,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.9900898431010539,-0.6724261818525615,United Kingdom,134.46,0,1613.52
14175,60,3,3222.3,3,3,5,335,Hibernating,3,Loyal Repeat Buyers,1.5141488308664202,1.5935994850055508,United Kingdom,1074.1,269,4372.27
14176,297,4,576.9000000000001,1,4,3,143,Cannot Lose Them,4,Engaged New Buyers,-0.5048228215023716,-0.5577949347501187,United Kingdom,144.23,70,3008.12
14177,86,4,549.46,2,4,3,243,Cannot Lose Them,4,Engaged New Buyers,-0.12975913660397503,-0.9449784582387164,United Kingdom,137.36,93,2156.48
14178,9,7,1600.26,5,5,4,554,Champions,2,VIP B2B Accounts,1.6131110761196816,-0.882670715699237,United Kingdom,228.61,173,3376.27
14179,41,2,701.57,3,3,3,333,Hibernating,4,Engaged New Buyers,-0.232757882853159,0.3827927246820343,United Kingdom,350.78,11,8418.84
14180,11,25,4748.52,5,5,5,555,Champions,2,VIP B2B Accounts,2.9721641658672455,-1.283519781759042,United Kingdom,189.94,361,4801.14
14184,67,1,452.89,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.2320329435957218,1.1029086519704445,United Kingdom,452.89,0,5434.68
14185,331,1,197.65,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.3545360028180347,0.3746226752356203,United Kingdom,197.65,0,2371.8
14188,31,6,2054.36,4,5,4,454,Champions,3,Loyal Repeat Buyers,1.515470090932175,-0.11678314934686493,United Kingdom,342.39,279,2687.6
14189,2,15,4654.08,5,5,5,555,Champions,2,VIP B2B Accounts,3.190598436132512,-0.9099643208929057,United Kingdom,310.27,366,4641.36
14191,2,13,4684.76,5,5,5,555,Champions,2,VIP B2B Accounts,3.052490537572938,-0.6378740271559411,United Kingdom,360.37,218,7843.75
14193,68,2,853.39,3,3,3,333,Hibernating,3,Loyal Repeat Buyers,0.3030497724209585,0.4321188538715247,United Kingdom,426.7,201,1549.69
14194,5,21,11349.52,5,5,5,555,Champions,2,VIP B2B Accounts,3.7741543758227736,-0.018657211420107758,United Kingdom,540.45,303,13671.86
14195,202,2,1012.0,1,3,4,134,At Risk,3,Loyal Repeat Buyers,-0.1348220253679395,1.0730207212737772,United Kingdom,506.0,50,7387.6
14196,107,1,335.52,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.605745182479902,0.8129460835571317,United Kingdom,335.52,0,4026.24
14198,18,4,701.4,4,4,3,443,Champions,4,Engaged New Buyers,0.6703647981960895,-1.0794057655590992,United Kingdom,175.35,221,1158.42
14199,218,1,185.4,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.283020616567115,0.19179007734622058,United Kingdom,185.4,0,2224.8
14201,60,7,747.44,3,5,3,353,Loyal Customers,4,Engaged New Buyers,0.5806075171796166,-1.5295047109972963,United Kingdom,106.78,299,912.43
14204,2,1,150.61,5,1,1,511,New Customers,1,Dormant Former Buyers,-1.1878989738180843,-1.0939342685932292,United Kingdom,150.61,0,1807.32
14205,17,2,466.7,4,3,2,432,Potential Loyalists,4,Engaged New Buyers,0.25691281430984364,-0.7104532321162249,United Kingdom,233.35,247,689.66
14206,239,1,328.16,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.857718302630157,0.9714929759009635,United Kingdom,328.16,0,3937.92
14208,95,1,151.74,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.1993036385100884,-0.2679360921798809,United Kingdom,151.74,0,1820.88
14209,11,6,2073.43,5,5,5,555,Champions,2,VIP B2B Accounts,1.836753735634829,-0.3516957898224668,United Kingdom,345.57,321,2357.64
14210,106,6,1905.84,2,5,4,254,Cannot Lose Them,3,Loyal Repeat Buyers,1.0920230290600939,0.07364054942772823,United Kingdom,317.64,265,2625.02
14211,53,9,2241.1,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.521164711668108,-0.42920291666477167,United Kingdom,249.01,241,3394.2
14212,90,1,1070.48,2,1,4,214,Hibernating,0,Casual Low-Value Buyers,-0.6345385117077885,2.316682876318224,United Kingdom,1070.48,0,12845.76
14214,31,5,1004.38,4,4,4,444,Champions,4,Engaged New Buyers,0.8761670203774934,-0.7998627086547461,United Kingdom,200.88,246,1490.24
14215,12,6,1789.72,5,5,4,554,Champions,2,VIP B2B Accounts,1.7156838267902719,-0.5404831527385002,United Kingdom,298.29,356,1834.97
14216,3,4,1839.3,5,4,4,544,Champions,2,VIP B2B Accounts,1.5484702153893966,0.04965500101786607,United Kingdom,459.82,34,19745.43
14217,2,17,2004.98,5,5,4,554,Champions,2,VIP B2B Accounts,2.563836475873897,-2.204860231964935,United Kingdom,117.94,364,2010.49
14218,43,1,169.48000000000002,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.8829255502734565,-0.30514813630404214,United Kingdom,169.48,0,2033.76
14219,4,1,89.94,5,1,1,511,New Customers,1,Dormant Former Buyers,-1.7442708121402828,-1.655077135829948,United Kingdom,89.94,0,1079.28
14220,247,2,632.4,1,3,3,133,At Risk,4,Engaged New Buyers,-0.4218695567792165,0.4043768705144821,United Kingdom,316.2,110,2098.42
14221,42,9,3432.8,3,5,5,355,Loyal Customers,2,VIP B2B Accounts,1.9646767700979841,0.06029944092370979,United Kingdom,381.42,296,4233.01
14222,177,1,683.17,2,1,3,213,Hibernating,0,Casual Low-Value Buyers,-1.1881883199565073,1.876595363475732,United Kingdom,683.17,0,8198.04
14223,92,3,991.13,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.3698920881841109,0.17589748813739678,United Kingdom,330.38,171,2115.57
14224,110,4,1009.73,2,4,4,244,Cannot Lose Them,4,Engaged New Buyers,0.4308009218162153,-0.17354508830731732,United Kingdom,252.43,209,1763.4
14226,29,5,2214.79,4,4,5,445,Champions,3,Loyal Repeat Buyers,1.5181102199459002,0.2389875370703692,United Kingdom,442.96,240,3368.33
14227,26,10,3350.96,4,5,5,455,Champions,2,VIP B2B Accounts,2.089065401086254,-0.21410718542501345,United Kingdom,335.1,258,4740.7
14229,52,3,1547.2,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.9806440323551987,0.5784925866439286,United Kingdom,515.73,281,2009.71
14231,184,3,925.71,1,3,3,133,At Risk,3,Loyal Repeat Buyers,0.021865343105350453,0.30441165184144825,United Kingdom,308.57,104,3248.89
14232,43,5,2048.07,3,4,4,344,Loyal Customers,3,Loyal Repeat Buyers,1.3282362738228324,0.23457339815178593,United Kingdom,409.61,221,3382.56
14233,49,4,1462.72,3,4,4,344,Loyal Customers,3,Loyal Repeat Buyers,1.0051563784919713,0.10259661865421169,United Kingdom,365.68,268,1992.14
14234,22,4,754.12,4,4,3,443,Champions,4,Engaged New Buyers,0.3327837207290586,-0.7268084912497091,United Kingdom,188.53,35,7864.39
14235,75,5,3144.86,2,4,5,245,Cannot Lose Them,3,Loyal Repeat Buyers,1.475489303154849,0.9546579279020991,United Kingdom,628.97,185,6204.72
14236,81,2,490.86,2,3,3,233,At Risk,4,Engaged New Buyers,-0.11774339309046286,-0.30533678523604085,United Kingdom,245.43,291,615.68
14237,373,1,161.0,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.5516781552036707,0.1307626247569481,United Kingdom,161.0,0,1932.0
14238,326,1,146.85,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.584936148239507,-0.022715627358890395,United Kingdom,146.85,0,1762.2
14239,43,11,2380.85,3,5,5,355,Loyal Customers,2,VIP B2B Accounts,1.7142385669821352,-0.6941722785380754,United Kingdom,216.44,272,3194.89
14240,30,2,890.34,4,3,3,433,Potential Loyalists,3,Loyal Repeat Buyers,0.5659378942392088,0.30359537275827375,United Kingdom,445.17,195,1666.53
14241,184,1,213.7,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.121100206524267,0.3405095678470481,United Kingdom,213.7,0,2564.4
14242,235,2,280.55,1,3,2,132,At Risk,4,Engaged New Buyers,-1.0863038976680468,-0.6643394675102716,United Kingdom,140.27,91,1125.28
14243,9,10,2588.77,5,5,5,555,Champions,2,VIP B2B Accounts,2.2360828430062862,-0.8286990644664467,United Kingdom,258.88,357,2646.78
14245,220,2,1693.45,1,3,4,134,At Risk,3,Loyal Repeat Buyers,0.22165999046466067,1.7956156936405585,United Kingdom,846.72,43,14374.63
14246,111,3,1474.06,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.5866892899859685,0.77498795714733,United Kingdom,491.35,135,3985.42
14247,278,1,136.76999999999998,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.5944881737155225,-0.15424006988507558,United Kingdom,136.77,0,1641.24
14248,318,1,302.58,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-2.0055732705404536,0.9306413778604802,United Kingdom,302.58,0,3630.96
14250,7,3,1904.05,5,3,4,534,Potential Loyalists,3,Loyal Repeat Buyers,1.4726378607524306,0.5516701367823393,United Kingdom,634.68,82,8475.34
14251,2,5,2879.7000000000003,5,4,5,545,Champions,2,VIP B2B Accounts,2.130596195561686,0.21582870053649852,United Kingdom,575.94,55,19110.74
14256,260,2,969.06,1,3,4,134,At Risk,3,Loyal Repeat Buyers,-0.1084712383214101,0.99056559861258,United Kingdom,484.53,104,3401.03
14257,64,5,3099.7200000000003,3,4,5,345,Loyal Customers,3,Loyal Repeat Buyers,1.5686811818494728,0.8619168507435008,United Kingdom,619.94,254,4454.32
14258,9,9,12669.98,5,5,5,555,Champions,2,VIP B2B Accounts,3.449498552566926,1.4438207518709194,United Kingdom,1407.78,328,14099.22
14259,142,1,120.0,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.501510959533849,-0.48467149994029024,United Kingdom,120.0,0,1440.0
14261,51,2,1163.45,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.26398415551415455,1.0076186222030763,United Kingdom,581.72,27,13961.4
14262,8,8,2618.23,5,5,5,555,Champions,2,VIP B2B Accounts,2.1280775988193827,-0.4742780437175025,United Kingdom,327.28,232,4119.2
14264,155,2,333.97,2,3,2,232,At Risk,4,Engaged New Buyers,-0.8288833348668383,-0.5295387016532155,United Kingdom,166.98,90,1354.43
14265,109,2,530.18,2,3,3,233,At Risk,4,Engaged New Buyers,-0.5132477092995551,0.09725968943785009,Unspecified,265.09,39,4961.94
14267,163,3,1516.24,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.43609709597690727,0.9404267715171057,United Kingdom,505.41,97,5705.44
14270,332,1,492.65,1,1,3,113,Hibernating,0,Casual Low-Value Buyers,-1.6315773514807812,1.5889481794360576,United Kingdom,492.65,0,5911.8
14271,226,1,112.32,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.6892984090504823,-0.46328322593290905,United Kingdom,112.32,0,1347.84
14272,74,2,437.96,2,3,2,232,At Risk,4,Engaged New Buyers,-0.271048625533486,-0.42219567506832645,United Kingdom,218.98,180,888.09
14273,51,4,559.97,3,4,3,343,Loyal Customers,4,Engaged New Buyers,0.1684155893849676,-1.1234502932150086,United Kingdom,139.99,190,1075.73
14276,99,3,1119.74,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.4659244961880014,0.3424547414835798,United Kingdom,373.25,191,2139.82
14277,15,3,4188.0,4,3,5,435,Potential Loyalists,3,Loyal Repeat Buyers,2.057523109416091,1.6637403306353815,France,1396.0,197,7759.49
14280,197,1,134.04,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.50973769156119,-0.2616794631664364,United Kingdom,134.04,0,1608.48
14282,3,15,3701.44,5,5,5,555,Champions,2,VIP B2B Accounts,2.9233490146859262,-1.146013800311157,United Kingdom,246.76,364,3711.61
14284,31,2,595.25,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.003690231325850521,-0.07877732458684775,United Kingdom,297.62,55,3950.3
14285,21,4,1910.01,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.356482870603286,0.32758186523302535,United Kingdom,477.5,155,4497.77
14286,24,3,4628.75,4,3,5,435,Potential Loyalists,3,Loyal Repeat Buyers,2.025688181892479,1.889914388134564,United Kingdom,1542.92,219,7714.58
14287,8,3,176.63,5,3,1,531,Potential Loyalists,4,Engaged New Buyers,-0.28949561567606985,-2.66946731262772,United Kingdom,58.88,190,339.32
14288,213,1,426.6,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.6160057296890766,1.2933250064332036,United Kingdom,426.6,0,5119.2
14289,9,6,911.26,5,5,3,553,Champions,4,Engaged New Buyers,1.2127807706670395,-1.4706936465030391,United Kingdom,151.88,280,1187.89
14290,11,5,2314.65,5,4,5,545,Champions,3,Loyal Repeat Buyers,1.8921478490961252,0.03820215553459805,United Kingdom,462.93,350,2413.85
14291,2,11,3883.25,5,5,5,555,Champions,2,VIP B2B Accounts,2.8915127143387918,-0.6767413818225162,United Kingdom,353.02,273,5191.89
14292,8,9,4871.93,5,5,5,555,Champions,2,VIP B2B Accounts,2.6881804737197306,0.16647604846659575,United Kingdom,541.33,275,6466.38
14293,3,4,1046.56,5,4,4,544,Champions,2,VIP B2B Accounts,1.5382112141310404,-0.9730426508458165,United Kingdom,261.64,365,1046.56
14295,40,1,166.20000000000002,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-1.8776451897131752,-0.3476779636391255,United Kingdom,166.2,0,1994.4
14297,18,4,1305.33,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.191024315652805,-0.27179988216893713,United Kingdom,326.33,257,1853.87
14298,8,44,51527.3,5,5,5,555,Champions,2,VIP B2B Accounts,5.147500493852722,1.0130999646653833,United Kingdom,1171.08,352,53430.3
14299,8,9,3965.62,5,5,5,555,Champions,2,VIP B2B Accounts,2.5731456674466537,-0.13772341480979827,United Kingdom,440.62,357,4054.49
14300,19,1,43.2,4,1,1,411,Promising,1,Dormant Former Buyers,-2.7248997433619584,-2.290531575589994,United Kingdom,43.2,0,518.4
14301,117,1,640.14,2,1,3,213,Hibernating,0,Casual Low-Value Buyers,-1.1191710233113077,1.6931865383885871,United Kingdom,640.14,0,7681.68
14304,223,1,383.45,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.7139986123358568,1.1622574236526964,United Kingdom,383.45,0,4601.4
14305,71,3,1858.96,3,3,4,334,Hibernating,3,Loyal Repeat Buyers,0.7630951964478424,1.0655694903379134,United Kingdom,619.65,64,10601.88
14306,51,2,2093.32,3,3,5,335,Hibernating,3,Loyal Repeat Buyers,0.772178620781692,1.7638552956398308,United Kingdom,1046.66,34,22472.41
14307,89,6,2995.72,2,5,5,255,Cannot Lose Them,3,Loyal Repeat Buyers,1.5147941084223577,0.6265607745911917,United Kingdom,499.29,284,3850.13
14309,8,9,2352.53,5,5,5,555,Champions,2,VIP B2B Accounts,2.154893122244911,-0.8298621299530498,United Kingdom,261.39,350,2453.35
14311,243,1,310.26,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.9070331931159523,0.9008370690444392,United Kingdom,310.26,0,3723.12
14312,47,6,1611.59,3,5,4,354,Loyal Customers,3,Loyal Repeat Buyers,1.2109653909635332,-0.3484928607901815,United Kingdom,268.6,290,2028.38
14314,107,1,120.0,2,1,1,211,Hibernating,1,Dormant Former Buyers,-2.419112182702982,-0.5507727996798026,United Kingdom,120.0,0,1440.0
14315,45,6,2481.13,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.5155704724964982,0.24673611424909334,United Kingdom,413.52,221,4097.79
14317,65,1,508.58,3,1,3,313,About to Sleep,0,Casual Low-Value Buyers,-1.1312419387139572,1.2501765496913992,United Kingdom,508.58,0,6102.96
14320,207,2,477.79,1,3,2,132,At Risk,4,Engaged New Buyers,-0.5674790046674604,-0.02520439839561694,United Kingdom,238.9,126,1384.07
14321,11,5,1530.75,5,4,4,544,Champions,3,Loyal Repeat Buyers,1.5483519765143956,-0.5021671929243706,United Kingdom,306.15,322,1735.17
14323,115,2,605.0600000000001,2,3,3,233,At Risk,4,Engaged New Buyers,-0.2132563176087978,0.15383174879623646,United Kingdom,302.53,123,1795.5
14326,242,1,183.85,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.320185031862432,0.20514439555019073,United Kingdom,183.85,0,2206.2
14327,163,1,311.65,2,1,2,212,Hibernating,0,Casual Low-Value Buyers,-1.7868686599840737,0.8132225732608318,United Kingdom,311.65,0,3739.8
14329,17,7,4975.24,4,5,5,455,Champions,2,VIP B2B Accounts,2.4506775775270624,0.696445206680065,United Kingdom,710.75,312,5820.39
14331,124,2,462.66,2,3,2,232,At Risk,4,Engaged New Buyers,-0.899307022801541,0.09646103301716773,United Kingdom,231.33,10,5551.92
14332,23,3,840.21,4,3,3,433,Potential Loyalists,4,Engaged New Buyers,0.5784267041508204,-0.32650953246708636,United Kingdom,280.07,125,2453.41
14333,68,1,415.2,3,1,2,312,About to Sleep,0,Casual Low-Value Buyers,-1.3052518143218432,0.9907698350801978,United Kingdom,415.2,0,4982.4
14334,17,8,2552.21,4,5,5,455,Champions,2,VIP B2B Accounts,1.9758472618473994,-0.3896166378542447,United Kingdom,319.03,341,2731.84
14335,16,2,454.86,4,3,2,432,Potential Loyalists,4,Engaged New Buyers,0.04483661023595516,-0.6279778005643033,Germany,227.43,80,2075.3
14336,17,4,1614.91,4,4,4,444,Champions,3,Loyal Repeat Buyers,1.377293127131128,-0.0023471562176796213,United Kingdom,403.73,259,2275.84
14338,161,2,588.22,2,3,3,233,At Risk,4,Engaged New Buyers,-0.5641187000573313,0.3387142004401235,United Kingdom,294.11,35,6134.29
14339,243,1,309.52,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.9089259399871796,0.8976636250163775,United Kingdom,309.52,0,3714.24
14340,219,1,134.7,1,1,1,111,Hibernating,1,Dormant Former Buyers,-2.5367875825758843,-0.23036935922872062,United Kingdom,134.7,0,1616.4
14341,45,8,2166.98,3,5,5,355,Loyal Customers,3,Loyal Repeat Buyers,1.529245825369755,-0.36045893555226693,United Kingdom,270.87,273,2897.24
14342,21,4,668.5600000000001,4,4,3,443,Champions,4,Engaged New Buyers,0.5593496998200802,-1.08978895736296,United Kingdom,167.14,188,1298.0
14344,127,8,889.9300000000001,2,5,3,253,Cannot Lose Them,4,Engaged New Buyers,0.500265972697187,-1.2856289690747045,United Kingdom,111.24,241,1347.82
14345,39,1,108.98,3,1,1,311,About to Sleep,1,Dormant Former Buyers,-2.2034932271424115,-0.9119728543011459,United Kingdom,108.98,0,1307.76
14346,121,2,1021.58,2,3,4,234,At Risk,3,Loyal Repeat Buyers,0.2539610264739123,0.821029965808473,United Kingdom,510.79,176,2118.62
14348,260,1,409.57,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-1.7066027946380233,1.2858926048214514,United Kingdom,409.57,0,4914.84
14349,10,1,133.5,5,1,1,511,New Customers,1,Dormant Former Buyers,-1.6645030318550325,-0.947634992144872,United Kingdom,133.5,0,1602.0
14350,274,1,282.93,1,1,2,112,Hibernating,0,Casual Low-Value Buyers,-2.015218676147422,0.8064755544912235,United Kingdom,282.93,0,3395.16
14351,165,1,51.0,2,1,1,211,Hibernating,1,Dormant Former Buyers,-3.216859176724085,-1.5755285541948105,United Kingdom,51.0,0,612.0
14352,157,4,1078.96,2,4,4,244,Cannot Lose Them,4,Engaged New Buyers,0.27079669190600575,0.06571194351815095,United Kingdom,269.74,116,3395.0
