CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,country,avg_basket,tenure_days,annualized_clv_proxy
13883,11,5,2674.48,5,4,5,545,Champions,United Kingdom,534.9,242,4033.82
13884,7,5,787.6,5,4,3,543,Champions,United Kingdom,157.52,276,1041.57
13885,189,2,506.8,1,2,3,123,At Risk,United Kingdom,253.4,11,6081.6
13886,71,1,243.56,3,1,1,311,About to Sleep,United Kingdom,243.56,0,2922.72
13887,204,1,349.55,1,1,2,112,Hibernating,United Kingdom,349.55,0,4194.6
13888,120,2,595.67,2,2,3,223,At Risk,United Kingdom,297.84,98,2218.57
13889,93,1,416.90000000000003,2,1,2,212,Hibernating,United Kingdom,416.9,0,5002.8
13890,1,10,1883.8100000000002,5,5,4,554,Champions,United Kingdom,188.38,357,1926.02
13892,27,4,632.97,4,4,3,443,Champions,United Kingdom,158.24,219,1054.95
13893,298,1,821.1,1,1,3,113,Hibernating,United Kingdom,821.1,0,9853.2
13894,24,3,564.62,4,3,3,433,Potential Loyalists,United Kingdom,188.21,286,720.58
13895,28,4,2593.07,4,4,5,445,Champions,United Kingdom,648.27,136,6959.34
13897,50,1,311.16,3,1,2,312,About to Sleep,United Kingdom,311.16,0,3733.92
13898,326,1,155.93,1,1,1,111,Hibernating,United Kingdom,155.93,0,1871.16
13899,16,2,388.52,4,2,2,422,Promising,United Kingdom,194.26,258,549.65
13900,183,3,740.95,1,3,3,133,At Risk,United Kingdom,246.98,79,3423.38
13901,72,5,2867.2,2,4,5,245,Cannot Lose Them,United Kingdom,573.44,246,4254.18
13904,37,2,332.64,3,2,2,322,About to Sleep,United Kingdom,166.32,257,472.43
13908,80,4,2369.55,2,4,5,245,Cannot Lose Them,United Kingdom,592.39,196,4412.68
13911,57,9,2580.91,3,5,5,355,Loyal Customers,United Kingdom,286.77,251,3753.12
13914,12,2,626.45,5,2,3,523,New Customers,United Kingdom,313.23,24,7517.4
13917,50,2,272.04,3,2,2,322,About to Sleep,United Kingdom,136.02,141,704.22
13918,50,2,1212.8400000000001,3,2,4,324,About to Sleep,United Kingdom,606.42,203,2180.72
13919,59,2,384.81,3,2,2,322,About to Sleep,Denmark,192.4,62,2265.41
13922,352,1,172.25,1,1,1,111,Hibernating,United Kingdom,172.25,0,2067.0
13923,54,1,351.13,3,1,2,312,About to Sleep,United Kingdom,351.13,0,4213.56
13924,2,6,1838.8500000000001,5,5,4,554,Champions,United Kingdom,306.47,70,9588.29
13925,93,4,678.25,2,4,3,243,Cannot Lose Them,United Kingdom,169.56,42,5894.32
13926,23,1,223.85000000000002,4,1,1,411,Promising,United Kingdom,223.85,0,2686.2
13927,75,1,348.99,2,1,2,212,Hibernating,United Kingdom,348.99,0,4187.88
13928,11,4,464.57,5,4,2,542,Champions,United Kingdom,116.14,122,1389.9
13929,169,2,842.65,2,2,3,223,At Risk,United Kingdom,421.32,157,1959.03
13930,58,2,337.34,3,2,2,322,About to Sleep,United Kingdom,168.67,78,1578.58
13931,96,2,1237.53,2,2,4,224,At Risk,United Kingdom,618.77,185,2441.61
13932,295,1,307.4,1,1,2,112,Hibernating,United Kingdom,307.4,0,3688.8
13933,109,2,608.7900000000001,2,2,3,223,At Risk,United Kingdom,304.4,39,5697.65
13934,264,1,922.1,1,1,3,113,Hibernating,United Kingdom,922.1,0,11065.2
13936,180,1,376.58,1,1,2,112,Hibernating,United Kingdom,376.58,0,4518.96
13937,169,1,158.85,2,1,1,211,Hibernating,United Kingdom,158.85,0,1906.2
13938,35,1,71.66,3,1,1,311,About to Sleep,United Kingdom,71.66,0,859.92
13939,23,3,568.55,4,3,3,433,Potential Loyalists,United Kingdom,189.52,288,720.56
13940,17,4,839.14,4,4,3,443,Champions,United Kingdom,209.78,126,2430.84
13941,22,5,5112.96,4,4,5,445,Champions,United Kingdom,1022.59,350,5332.09
13946,79,3,561.5699999999999,2,3,3,233,At Risk,United Kingdom,187.19,188,1090.28
13947,65,1,90.6,3,1,1,311,About to Sleep,United Kingdom,90.6,0,1087.2
13948,361,1,102.0,1,1,1,111,Hibernating,United Kingdom,102.0,0,1224.0
13949,3,6,2427.32,5,5,5,555,Champions,United Kingdom,404.55,91,9735.95
13950,11,4,745.06,5,4,3,543,Champions,United Kingdom,186.26,235,1157.22
13951,176,3,674.45,2,3,3,233,At Risk,United Kingdom,224.82,118,2086.22
13952,218,2,3251.071,1,2,5,125,At Risk,United Kingdom,1625.54,20,39012.85
13953,7,7,3515.68,5,5,5,555,Champions,United Kingdom,502.24,345,3719.49
13954,2,2,439.92,5,3,2,532,Potential Loyalists,United Kingdom,219.96,69,2327.11
13955,154,2,322.96,2,3,2,232,At Risk,United Kingdom,161.48,151,780.66
13956,5,5,1019.27,5,4,4,544,Champions,United Kingdom,203.85,266,1398.62
13959,79,3,594.04,2,3,3,233,At Risk,United Kingdom,198.01,283,766.16
13960,21,2,230.22,4,3,1,431,Potential Loyalists,United Kingdom,115.11,50,1680.61
13962,22,2,169.55,4,3,1,431,Potential Loyalists,United Kingdom,84.78,223,277.51
13963,308,4,664.54,1,4,3,143,Cannot Lose Them,United Kingdom,166.14,59,4111.14
13967,146,1,80.7,2,1,1,211,Hibernating,United Kingdom,80.7,0,968.4
13969,7,18,9024.17,5,5,5,555,Champions,United Kingdom,501.34,357,9226.39
13971,19,8,2758.26,4,5,5,455,Champions,United Kingdom,344.78,266,3784.83
13972,71,2,190.25,3,3,1,331,Hibernating,United Kingdom,95.12,131,530.09
13973,287,1,264.7,1,1,2,112,Hibernating,United Kingdom,264.7,0,3176.4
13974,49,1,413.59000000000003,3,1,2,312,About to Sleep,United Kingdom,413.59,0,4963.08
13975,31,6,2461.2400000000002,4,5,5,455,Champions,United Kingdom,410.21,245,3666.75
13976,207,1,357.98,1,1,2,112,Hibernating,United Kingdom,357.98,0,4295.76
13978,15,2,196.79000000000002,4,3,1,431,Potential Loyalists,United Kingdom,98.4,30,2361.48
13979,73,1,869.87,2,1,3,213,Hibernating,United Kingdom,869.87,0,10438.44
13980,60,1,200.14,3,1,1,311,About to Sleep,United Kingdom,200.14,0,2401.68
13982,39,4,1871.81,3,4,4,344,Loyal Customers,United Kingdom,467.95,326,2095.74
13983,30,12,2603.43,4,5,5,455,Champions,United Kingdom,216.95,337,2819.74
13984,27,5,920.51,4,4,3,443,Champions,United Kingdom,184.1,339,991.11
13985,4,15,7060.13,5,5,5,555,Champions,United Kingdom,470.68,260,9911.34
13986,17,1,320.46,4,1,2,412,Promising,United Kingdom,320.46,0,3845.52
13988,20,6,4147.96,4,5,5,455,Champions,United Kingdom,691.33,234,6470.11
13989,66,2,1266.08,3,3,4,334,Hibernating,United Kingdom,633.04,173,2671.21
13990,213,1,311.3,1,1,2,112,Hibernating,United Kingdom,311.3,0,3735.6
13991,12,6,852.88,5,5,3,553,Champions,United Kingdom,142.15,131,2376.35
13992,30,1,76.8,4,1,1,411,Promising,United Kingdom,76.8,0,921.6
13993,43,9,3466.36,3,5,5,355,Loyal Customers,United Kingdom,385.15,287,4408.44
13994,4,6,2274.14,5,5,5,555,Champions,United Kingdom,379.02,144,5764.31
13995,15,5,1393.69,4,4,4,444,Champions,United Kingdom,278.74,230,2211.73
13999,10,12,3901.81,5,5,5,555,Champions,United Kingdom,325.15,351,4057.44
14000,211,1,635.66,1,1,3,113,Hibernating,United Kingdom,635.66,0,7627.92
14001,46,3,2043.0800000000002,3,3,4,334,Hibernating,United Kingdom,681.03,327,2280.5
14002,134,2,529.73,2,3,3,233,At Risk,United Kingdom,264.86,22,6356.76
14004,43,7,4582.64,3,5,5,355,Loyal Customers,United Kingdom,654.66,245,6827.2
14005,10,5,2874.72,5,4,5,545,Champions,United Kingdom,574.94,206,5093.56
14006,116,3,962.19,2,3,4,234,At Risk,United Kingdom,320.73,196,1791.83
14009,198,2,695.61,1,3,3,133,At Risk,United Kingdom,347.8,7,8347.32
14012,278,1,328.8,1,1,2,112,Hibernating,United Kingdom,328.8,0,3945.6
14013,110,3,473.02,2,3,2,232,At Risk,United Kingdom,157.67,165,1046.38
14014,77,1,505.18,2,1,3,213,Hibernating,United Kingdom,505.18,0,6062.16
14015,53,1,917.34,3,1,3,313,About to Sleep,United Kingdom,917.34,0,11008.08
14016,162,4,4341.21,2,4,5,245,Cannot Lose Them,EIRE,1085.3,195,8125.85
14019,47,3,1421.61,3,3,4,334,Hibernating,United Kingdom,473.87,91,5702.06
14020,17,2,642.8,4,3,3,433,Potential Loyalists,United Kingdom,321.4,71,3304.54
14021,155,3,631.9,2,3,3,233,At Risk,United Kingdom,210.63,101,2283.6
14022,225,1,440.0,1,1,2,112,Hibernating,United Kingdom,440.0,0,5280.0
14023,7,2,584.07,5,3,3,533,Potential Loyalists,United Kingdom,292.03,242,880.93
14024,122,2,327.7,2,3,2,232,At Risk,United Kingdom,163.85,2,3932.4
14027,61,1,104.82,3,1,1,311,About to Sleep,United Kingdom,104.82,0,1257.84
14029,63,2,467.66,3,3,2,332,Hibernating,United Kingdom,233.83,80,2133.7
14030,18,8,2358.84,4,5,5,455,Champions,United Kingdom,294.86,348,2474.07
14031,7,19,17286.86,5,5,5,555,Champions,United Kingdom,909.83,365,17286.86
14032,2,11,2975.59,5,5,5,555,Champions,United Kingdom,270.51,364,2983.76
14034,22,3,648.89,4,3,3,433,Potential Loyalists,United Kingdom,216.3,135,1754.41
14035,29,5,1428.02,4,4,4,444,Champions,United Kingdom,285.6,268,1944.88
14036,285,1,626.65,1,1,3,113,Hibernating,United Kingdom,626.65,0,7519.8
14037,176,2,147.20000000000002,2,3,1,231,At Risk,United Kingdom,73.6,188,285.79
14038,78,3,1560.38,2,3,4,234,At Risk,United Kingdom,520.13,128,4449.52
14039,33,1,152.2,3,1,1,311,About to Sleep,United Kingdom,152.2,0,1826.4
14040,41,12,3560.32,3,5,5,355,Loyal Customers,United Kingdom,296.69,290,4481.09
14041,266,1,141.41,1,1,1,111,Hibernating,United Kingdom,141.41,0,1696.92
14044,27,4,646.42,4,4,3,443,Champions,United Kingdom,161.6,283,833.72
14045,109,4,1659.75,2,4,4,244,Cannot Lose Them,United Kingdom,414.94,264,2294.73
14046,284,1,154.99,1,1,1,111,Hibernating,United Kingdom,154.99,0,1859.88
14047,9,5,1308.6100000000001,5,4,4,544,Champions,United Kingdom,261.72,364,1312.21
14048,305,1,409.93,1,1,2,112,Hibernating,United Kingdom,409.93,0,4919.16
14049,17,4,5578.72,4,4,5,445,Champions,United Kingdom,1394.68,301,6764.89
14050,32,2,746.36,4,3,3,433,Potential Loyalists,United Kingdom,373.18,74,3681.37
14051,1,23,15610.390000000001,5,5,5,555,Champions,United Kingdom,678.71,365,15610.39
14052,20,1,225.36,4,1,1,411,Promising,United Kingdom,225.36,0,2704.32
14053,124,2,260.25,2,3,2,232,At Risk,United Kingdom,130.12,35,2714.04
14054,65,1,92.46,3,1,1,311,About to Sleep,United Kingdom,92.46,0,1109.52
14055,106,1,725.6400000000001,2,1,3,213,Hibernating,United Kingdom,725.64,0,8707.68
14056,1,23,8152.71,5,5,5,555,Champions,United Kingdom,354.47,282,10552.27
14057,24,17,6211.66,4,5,5,455,Champions,United Kingdom,365.39,336,6747.79
14059,267,1,183.6,1,1,1,111,Hibernating,United Kingdom,183.6,0,2203.2
14060,5,19,6140.42,5,5,5,555,Champions,United Kingdom,323.18,368,6090.36
14062,10,12,10464.85,5,5,5,555,Champions,United Kingdom,872.07,354,10790.03
14064,29,5,1334.34,4,4,4,444,Champions,United Kingdom,266.87,245,1987.89
14066,267,1,152.55,1,1,1,111,Hibernating,United Kingdom,152.55,0,1830.6
14067,64,2,374.7,3,3,2,332,Hibernating,United Kingdom,187.35,32,4273.92
14068,320,1,265.85,1,1,2,112,Hibernating,United Kingdom,265.85,0,3190.2
14071,4,8,1437.57,5,5,4,554,Champions,United Kingdom,179.7,261,2010.39
14073,32,1,151.04,4,1,1,411,Promising,United Kingdom,151.04,0,1812.48
14075,5,3,942.26,5,3,4,534,Potential Loyalists,United Kingdom,314.09,256,1343.46
14076,129,1,118.67,2,1,1,211,Hibernating,United Kingdom,118.67,0,1424.04
14077,41,5,499.41999999999996,3,4,3,343,Loyal Customers,United Kingdom,99.88,233,782.35
14078,102,6,1049.37,2,5,4,254,Cannot Lose Them,United Kingdom,174.9,271,1413.36
14079,125,1,375.1,2,1,2,212,Hibernating,United Kingdom,375.1,0,4501.2
14080,33,1,45.599999999999994,3,1,1,311,About to Sleep,United Kingdom,45.6,0,547.2
14081,302,2,921.62,1,3,3,133,At Risk,United Kingdom,460.81,67,5020.77
14082,365,1,182.25,1,1,1,111,Hibernating,United Kingdom,182.25,0,2187.0
14083,4,9,1002.9,5,5,4,554,Champions,United Kingdom,111.43,367,997.43
14085,2,18,4421.29,5,5,5,555,Champions,United Kingdom,245.63,366,4409.21
14087,3,1,191.47,5,1,1,511,New Customers,United Kingdom,191.47,0,2297.64
14088,10,13,50491.81,5,5,5,555,Champions,United Kingdom,3883.99,312,59068.94
14089,57,1,158.75,3,1,1,311,About to Sleep,United Kingdom,158.75,0,1905.0
14090,325,1,76.32000000000001,1,1,1,111,Hibernating,United Kingdom,76.32,0,915.84
14092,8,14,4076.91,5,5,5,555,Champions,United Kingdom,291.21,350,4251.63
14093,12,1,433.86,5,1,2,512,New Customers,United Kingdom,433.86,0,5206.32
14096,4,17,65164.79,5,5,5,555,Champions,United Kingdom,3833.22,97,245207.71
14098,37,1,147.35,3,1,1,311,About to Sleep,United Kingdom,147.35,0,1768.2
14099,16,11,3104.17,4,5,5,455,Champions,United Kingdom,282.2,338,3352.14
14100,138,1,191.95000000000002,2,1,1,211,Hibernating,United Kingdom,191.95,0,2303.4
14101,74,6,5976.79,2,5,5,255,Cannot Lose Them,United Kingdom,996.13,252,8656.86
14102,5,5,1105.8799999999999,5,4,4,544,Champions,United Kingdom,221.18,39,10349.9
14104,155,2,216.20999999999998,2,3,1,231,At Risk,United Kingdom,108.1,11,2594.52
14105,239,1,1266.23,1,1,4,114,Hibernating,United Kingdom,1266.23,0,15194.76
14107,52,7,2703.23,3,5,5,355,Loyal Customers,United Kingdom,386.18,312,3162.43
14108,31,2,597.91,4,3,3,433,Potential Loyalists,United Kingdom,298.96,70,3117.67
14109,73,1,144.2,2,1,1,211,Hibernating,United Kingdom,144.2,0,1730.4
14110,4,12,5683.15,5,5,5,555,Champions,United Kingdom,473.6,263,7887.26
14111,14,4,692.85,4,4,3,443,Champions,United Kingdom,173.21,227,1114.05
14112,23,7,2915.15,4,5,5,455,Champions,United Kingdom,416.45,253,4205.65
14113,4,4,1840.42,5,4,4,544,Champions,United Kingdom,460.1,351,1913.83
14114,274,2,386.53,1,3,2,132,At Risk,United Kingdom,193.26,56,2519.35
14116,20,5,1382.74,4,4,4,444,Champions,United Kingdom,276.55,101,4997.03
14117,144,1,90.0,2,1,1,211,Hibernating,United Kingdom,90.0,0,1080.0
14121,4,4,2780.15,5,4,5,545,Champions,United Kingdom,695.04,56,18120.62
14124,84,1,419.58000000000004,2,1,2,212,Hibernating,United Kingdom,419.58,0,5034.96
14125,11,3,2720.63,5,3,5,535,Potential Loyalists,United Kingdom,906.88,67,14821.34
14126,8,3,706.1300000000001,5,3,3,533,Potential Loyalists,United Kingdom,235.38,2,8473.56
14127,123,3,709.71,2,3,3,233,At Risk,United Kingdom,236.57,187,1385.26
14128,61,2,637.5,3,3,3,333,Hibernating,United Kingdom,318.75,195,1193.27
14129,2,5,1123.8600000000001,5,4,4,544,Champions,United Kingdom,224.77,259,1583.82
14130,319,1,480.91,1,1,2,112,Hibernating,United Kingdom,480.91,0,5770.92
14132,2,11,3586.0299999999997,5,5,5,555,Champions,United Kingdom,326.0,181,7231.5
14133,130,3,605.64,2,3,3,233,At Risk,United Kingdom,201.88,186,1188.49
14135,2,15,4690.31,5,5,5,555,Champions,United Kingdom,312.69,371,4614.46
14138,2,2,965.8800000000001,5,3,4,534,Potential Loyalists,United Kingdom,482.94,62,5686.23
14139,46,1,415.82,3,1,2,312,About to Sleep,United Kingdom,415.82,0,4989.84
14140,4,2,935.05,5,3,4,534,Potential Loyalists,United Kingdom,467.52,27,11220.6
14141,3,4,915.13,5,4,3,543,Champions,United Kingdom,228.78,102,3274.73
14142,373,1,311.81,1,1,2,112,Hibernating,United Kingdom,311.81,0,3741.72
14143,134,1,115.8,2,1,1,211,Hibernating,United Kingdom,115.8,0,1389.6
14145,47,4,3742.2,3,4,5,345,Loyal Customers,United Kingdom,935.55,170,8034.72
14146,9,5,4191.0,5,4,5,545,Champions,United Kingdom,838.2,348,4395.73
14147,78,2,483.4,2,3,2,232,At Risk,United Kingdom,241.7,207,852.37
14148,234,1,157.2,1,1,1,111,Hibernating,United Kingdom,157.2,0,1886.4
14149,221,1,446.62,1,1,2,112,Hibernating,United Kingdom,446.62,0,5359.44
14150,36,2,658.64,3,3,3,333,Hibernating,United Kingdom,329.32,324,741.99
14152,75,2,621.29,2,3,3,233,At Risk,United Kingdom,310.64,158,1435.26
14154,239,2,1345.62,1,3,4,134,At Risk,United Kingdom,672.81,0,16147.44
14155,266,1,118.75,1,1,1,111,Hibernating,United Kingdom,118.75,0,1425.0
14156,10,55,117210.08,5,5,5,555,Champions,EIRE,2131.09,361,118508.81
14157,20,2,424.89000000000004,4,3,2,432,Potential Loyalists,United Kingdom,212.44,265,585.23
14158,40,1,507.66,3,1,3,313,About to Sleep,United Kingdom,507.66,0,6091.92
14159,20,11,4630.35,4,5,5,455,Champions,United Kingdom,420.94,343,4927.34
14161,216,3,1097.6200000000001,1,3,4,134,At Risk,United Kingdom,365.87,153,2618.51
14162,174,2,289.36,2,3,2,232,At Risk,United Kingdom,144.68,118,895.05
14163,87,4,2445.91,2,4,5,245,Cannot Lose Them,United Kingdom,611.48,151,5912.3
14164,71,2,1631.77,3,3,4,334,Hibernating,United Kingdom,815.88,10,19581.24
14165,276,1,120.44,1,1,1,111,Hibernating,United Kingdom,120.44,0,1445.28
14167,39,4,562.59,3,4,3,343,Loyal Customers,United Kingdom,140.65,291,705.65
14171,98,1,363.79,2,1,2,212,Hibernating,United Kingdom,363.79,0,4365.48
14173,11,4,450.84,5,4,2,542,Champions,United Kingdom,112.71,208,791.14
14174,33,1,134.46,3,1,1,311,About to Sleep,United Kingdom,134.46,0,1613.52
14175,60,3,3222.3,3,3,5,335,Hibernating,United Kingdom,1074.1,269,4372.27
14176,297,4,576.9000000000001,1,4,3,143,Cannot Lose Them,United Kingdom,144.23,70,3008.12
14177,86,4,549.46,2,4,3,243,Cannot Lose Them,United Kingdom,137.36,93,2156.48
14178,9,7,1600.26,5,5,4,554,Champions,United Kingdom,228.61,173,3376.27
14179,41,2,701.57,3,3,3,333,Hibernating,United Kingdom,350.78,11,8418.84
14180,11,25,4748.52,5,5,5,555,Champions,United Kingdom,189.94,361,4801.14
14184,67,1,452.89,3,1,2,312,About to Sleep,United Kingdom,452.89,0,5434.68
14185,331,1,197.65,1,1,1,111,Hibernating,United Kingdom,197.65,0,2371.8
14188,31,6,2054.36,4,5,4,454,Champions,United Kingdom,342.39,279,2687.6
14189,2,15,4654.08,5,5,5,555,Champions,United Kingdom,310.27,366,4641.36
14191,2,13,4684.76,5,5,5,555,Champions,United Kingdom,360.37,218,7843.75
14193,68,2,853.39,3,3,3,333,Hibernating,United Kingdom,426.7,201,1549.69
14194,5,21,11349.52,5,5,5,555,Champions,United Kingdom,540.45,303,13671.86
14195,202,2,1012.0,1,3,4,134,At Risk,United Kingdom,506.0,50,7387.6
14196,107,1,335.52,2,1,2,212,Hibernating,United Kingdom,335.52,0,4026.24
14198,18,4,701.4,4,4,3,443,Champions,United Kingdom,175.35,221,1158.42
14199,218,1,185.39999999999998,1,1,1,111,Hibernating,United Kingdom,185.4,0,2224.8
14201,60,7,747.44,3,5,3,353,Loyal Customers,United Kingdom,106.78,299,912.43
14204,2,1,150.61,5,1,1,511,New Customers,United Kingdom,150.61,0,1807.32
14205,17,2,466.7,4,3,2,432,Potential Loyalists,United Kingdom,233.35,247,689.66
14206,239,1,328.15999999999997,1,1,2,112,Hibernating,United Kingdom,328.16,0,3937.92
14208,95,1,151.74,2,1,1,211,Hibernating,United Kingdom,151.74,0,1820.88
14209,11,6,2073.43,5,5,5,555,Champions,United Kingdom,345.57,321,2357.64
14210,106,6,1905.8400000000001,2,5,4,254,Cannot Lose Them,United Kingdom,317.64,265,2625.02
14211,53,9,2241.1,3,5,5,355,Loyal Customers,United Kingdom,249.01,241,3394.2
14212,90,1,1070.48,2,1,4,214,Hibernating,United Kingdom,1070.48,0,12845.76
14214,31,5,1004.38,4,4,4,444,Champions,United Kingdom,200.88,246,1490.24
14215,12,6,1789.72,5,5,4,554,Champions,United Kingdom,298.29,356,1834.97
14216,3,4,1839.3,5,4,4,544,Champions,United Kingdom,459.82,34,19745.43
14217,2,17,2004.98,5,5,4,554,Champions,United Kingdom,117.94,364,2010.49
14218,43,1,169.48000000000002,3,1,1,311,About to Sleep,United Kingdom,169.48,0,2033.76
14219,4,1,89.94,5,1,1,511,New Customers,United Kingdom,89.94,0,1079.28
14220,247,2,632.4,1,3,3,133,At Risk,United Kingdom,316.2,110,2098.42
14221,42,9,3432.8,3,5,5,355,Loyal Customers,United Kingdom,381.42,296,4233.01
14222,177,1,683.17,2,1,3,213,Hibernating,United Kingdom,683.17,0,8198.04
14223,92,3,991.13,2,3,4,234,At Risk,United Kingdom,330.38,171,2115.57
14224,110,4,1009.73,2,4,4,244,Cannot Lose Them,United Kingdom,252.43,209,1763.4
14226,29,5,2214.79,4,4,5,445,Champions,United Kingdom,442.96,240,3368.33
14227,26,10,3350.96,4,5,5,455,Champions,United Kingdom,335.1,258,4740.7
14229,52,3,1547.2,3,3,4,334,Hibernating,United Kingdom,515.73,281,2009.71
14231,184,3,925.71,1,3,3,133,At Risk,United Kingdom,308.57,104,3248.89
14232,43,5,2048.07,3,4,4,344,Loyal Customers,United Kingdom,409.61,221,3382.56
14233,49,4,1462.72,3,4,4,344,Loyal Customers,United Kingdom,365.68,268,1992.14
14234,22,4,754.12,4,4,3,443,Champions,United Kingdom,188.53,35,7864.39
14235,75,5,3144.86,2,4,5,245,Cannot Lose Them,United Kingdom,628.97,185,6204.72
14236,81,2,490.86,2,3,3,233,At Risk,United Kingdom,245.43,291,615.68
14237,373,1,161.0,1,1,1,111,Hibernating,United Kingdom,161.0,0,1932.0
14238,326,1,146.85,1,1,1,111,Hibernating,United Kingdom,146.85,0,1762.2
14239,43,11,2380.85,3,5,5,355,Loyal Customers,United Kingdom,216.44,272,3194.89
14240,30,2,890.34,4,3,3,433,Potential Loyalists,United Kingdom,445.17,195,1666.53
14241,184,1,213.70000000000002,1,1,1,111,Hibernating,United Kingdom,213.7,0,2564.4
14242,235,2,280.55,1,3,2,132,At Risk,United Kingdom,140.27,91,1125.28
14243,9,10,2588.77,5,5,5,555,Champions,United Kingdom,258.88,357,2646.78
14245,220,2,1693.45,1,3,4,134,At Risk,United Kingdom,846.72,43,14374.63
14246,111,3,1474.06,2,3,4,234,At Risk,United Kingdom,491.35,135,3985.42
14247,278,1,136.76999999999998,1,1,1,111,Hibernating,United Kingdom,136.77,0,1641.24
14248,318,1,302.58,1,1,2,112,Hibernating,United Kingdom,302.58,0,3630.96
14250,7,3,1904.05,5,3,4,534,Potential Loyalists,United Kingdom,634.68,82,8475.34
14251,2,5,2879.7000000000003,5,4,5,545,Champions,United Kingdom,575.94,55,19110.74
14256,260,2,969.0600000000001,1,3,4,134,At Risk,United Kingdom,484.53,104,3401.03
14257,64,5,3099.7200000000003,3,4,5,345,Loyal Customers,United Kingdom,619.94,254,4454.32
14258,9,9,12669.98,5,5,5,555,Champions,United Kingdom,1407.78,328,14099.22
14259,142,1,120.0,2,1,1,211,Hibernating,United Kingdom,120.0,0,1440.0
14261,51,2,1163.45,3,3,4,334,Hibernating,United Kingdom,581.72,27,13961.4
14262,8,8,2618.23,5,5,5,555,Champions,United Kingdom,327.28,232,4119.2
14264,155,2,333.97,2,3,2,232,At Risk,United Kingdom,166.98,90,1354.43
14265,109,2,530.18,2,3,3,233,At Risk,Unspecified,265.09,39,4961.94
14267,163,3,1516.24,2,3,4,234,At Risk,United Kingdom,505.41,97,5705.44
14270,332,1,492.65000000000003,1,1,3,113,Hibernating,United Kingdom,492.65,0,5911.8
14271,226,1,112.32,1,1,1,111,Hibernating,United Kingdom,112.32,0,1347.84
14272,74,2,437.96,2,3,2,232,At Risk,United Kingdom,218.98,180,888.09
14273,51,4,559.97,3,4,3,343,Loyal Customers,United Kingdom,139.99,190,1075.73
14276,99,3,1119.74,2,3,4,234,At Risk,United Kingdom,373.25,191,2139.82
14277,15,3,4188.0,4,3,5,435,Potential Loyalists,France,1396.0,197,7759.49
14280,197,1,134.04,1,1,1,111,Hibernating,United Kingdom,134.04,0,1608.48
14282,3,15,3701.44,5,5,5,555,Champions,United Kingdom,246.76,364,3711.61
14284,31,2,595.25,4,3,3,433,Potential Loyalists,United Kingdom,297.62,55,3950.3
14285,21,4,1910.01,4,4,4,444,Champions,United Kingdom,477.5,155,4497.77
14286,24,3,4628.75,4,3,5,435,Potential Loyalists,United Kingdom,1542.92,219,7714.58
14287,8,3,176.63,5,3,1,531,Potential Loyalists,United Kingdom,58.88,190,339.32
14288,213,1,426.6,1,1,2,112,Hibernating,United Kingdom,426.6,0,5119.2
14289,9,6,911.26,5,5,3,553,Champions,United Kingdom,151.88,280,1187.89
14290,11,5,2314.65,5,4,5,545,Champions,United Kingdom,462.93,350,2413.85
14291,2,11,3883.25,5,5,5,555,Champions,United Kingdom,353.02,273,5191.89
14292,8,9,4871.93,5,5,5,555,Champions,United Kingdom,541.33,275,6466.38
14293,3,4,1046.56,5,4,4,544,Champions,United Kingdom,261.64,365,1046.56
14295,40,1,166.20000000000002,3,1,1,311,About to Sleep,United Kingdom,166.2,0,1994.4
14297,18,4,1305.33,4,4,4,444,Champions,United Kingdom,326.33,257,1853.87
14298,8,44,51527.3,5,5,5,555,Champions,United Kingdom,1171.08,352,53430.3
14299,8,9,3965.62,5,5,5,555,Champions,United Kingdom,440.62,357,4054.49
14300,19,1,43.2,4,1,1,411,Promising,United Kingdom,43.2,0,518.4
14301,117,1,640.14,2,1,3,213,Hibernating,United Kingdom,640.14,0,7681.68
14304,223,1,383.45,1,1,2,112,Hibernating,United Kingdom,383.45,0,4601.4
14305,71,3,1858.96,3,3,4,334,Hibernating,United Kingdom,619.65,64,10601.88
14306,51,2,2093.32,3,3,5,335,Hibernating,United Kingdom,1046.66,34,22472.41
14307,89,6,2995.72,2,5,5,255,Cannot Lose Them,United Kingdom,499.29,284,3850.13
14309,8,9,2352.53,5,5,5,555,Champions,United Kingdom,261.39,350,2453.35
14311,243,1,310.26,1,1,2,112,Hibernating,United Kingdom,310.26,0,3723.12
14312,47,6,1611.59,3,5,4,354,Loyal Customers,United Kingdom,268.6,290,2028.38
14314,107,1,120.0,2,1,1,211,Hibernating,United Kingdom,120.0,0,1440.0
14315,45,6,2481.13,3,5,5,355,Loyal Customers,United Kingdom,413.52,221,4097.79
14317,65,1,508.58000000000004,3,1,3,313,About to Sleep,United Kingdom,508.58,0,6102.96
14320,207,2,477.79,1,3,2,132,At Risk,United Kingdom,238.9,126,1384.07
14321,11,5,1530.75,5,4,4,544,Champions,United Kingdom,306.15,322,1735.17
14323,115,2,605.0600000000001,2,3,3,233,At Risk,United Kingdom,302.53,123,1795.5
14326,242,1,183.85,1,1,1,111,Hibernating,United Kingdom,183.85,0,2206.2
14327,163,1,311.65,2,1,2,212,Hibernating,United Kingdom,311.65,0,3739.8
14329,17,7,4975.24,4,5,5,455,Champions,United Kingdom,710.75,312,5820.39
