CustomerID,orders,first_purchase,last_purchase,total_revenue,avg_basket,median_basket,total_items,avg_days_between,recency_days,tenure_days,active_days,country,historical_clv,annualized_clv_proxy
13551,1,2011-01-24 14:46:00,2011-01-24 14:46:00,91.8,91.8,91.8,12,,319,0,1,United Kingdom,91.8,1101.6
13552,12,2011-01-28 10:10:00,2011-10-04 15:19:00,3740.07,311.67,295.75,1417,22.45,66,249,249,United Kingdom,3740.07,5482.43
13555,4,2011-05-22 11:06:00,2011-09-27 12:36:00,4098.88,1024.72,895.62,2636,42.67,74,128,128,United Kingdom,4098.88,11688.21
13557,2,2011-03-04 12:14:00,2011-11-11 15:24:00,584.06,292.03,292.03,546,252.0,28,252,252,United Kingdom,584.06,845.96
13558,4,2011-10-02 13:01:00,2011-12-04 11:24:00,594.52,148.63,140.9,338,20.33,6,62,62,United Kingdom,594.52,3500.0
13560,1,2011-12-02 13:11:00,2011-12-02 13:11:00,171.42,171.42,171.42,63,,7,0,1,United Kingdom,171.42,2057.04
13561,1,2011-05-08 12:39:00,2011-05-08 12:39:00,141.86,141.86,141.86,83,,216,0,1,United Kingdom,141.86,1702.32
13562,3,2011-04-08 12:42:00,2011-09-19 10:51:00,1799.33,599.78,603.27,757,81.5,82,163,163,United Kingdom,1799.33,4029.17
13563,2,2011-07-22 17:21:00,2011-09-16 14:45:00,777.53,388.76,388.76,209,55.0,84,55,55,United Kingdom,777.53,5159.97
13564,3,2010-12-06 17:26:00,2011-07-18 14:33:00,1724.67,574.89,550.64,636,111.0,144,223,223,United Kingdom,1724.67,2822.89
13565,2,2011-01-09 14:28:00,2011-11-20 14:33:00,240.22,120.11,120.11,172,315.0,19,315,315,United Kingdom,240.22,278.35
13566,2,2011-09-18 12:40:00,2011-10-30 11:59:00,856.84,428.42,428.42,567,41.0,41,41,41,United Kingdom,856.84,7627.97
13568,1,2011-06-19 14:42:00,2011-06-19 14:42:00,187.05,187.05,187.05,66,,173,0,1,United Kingdom,187.05,2244.6
13569,2,2010-12-07 12:29:00,2011-11-22 13:07:00,338.62,169.31,169.31,156,350.0,17,350,350,United Kingdom,338.62,353.13
13570,1,2011-04-10 13:36:00,2011-04-10 13:36:00,239.49,239.49,239.49,161,,243,0,1,United Kingdom,239.49,2873.88
13571,12,2011-03-31 12:43:00,2011-11-27 10:47:00,2088.94,174.08,156.26,1757,21.45,13,240,240,United Kingdom,2088.94,3176.93
13572,1,2011-05-18 11:59:00,2011-05-18 11:59:00,1384.25,1384.25,1384.25,534,,206,0,1,United Kingdom,1384.25,16611.0
13573,2,2011-03-31 14:47:00,2011-10-20 14:33:00,290.25,145.12,145.12,302,202.0,50,202,202,United Kingdom,290.25,524.46
13575,5,2011-06-16 14:24:00,2011-11-16 13:14:00,732.07,146.41,130.2,449,37.75,23,152,152,United Kingdom,732.07,1757.93
13576,18,2010-12-01 17:24:00,2011-11-29 15:34:00,6717.34,373.19,349.52,2646,20.82,10,362,362,United Kingdom,6717.34,6773.01
13577,4,2011-04-12 10:33:00,2011-11-14 15:19:00,1687.6,421.9,418.52,791,71.67,25,216,216,United Kingdom,1687.6,2851.73
13579,2,2010-12-05 16:10:00,2011-11-25 08:41:00,467.04,233.52,233.52,176,354.0,15,354,354,United Kingdom,467.04,481.55
13581,1,2011-02-03 14:41:00,2011-02-03 14:41:00,118.0,118.0,118.0,30,,309,0,1,United Kingdom,118.0,1416.0
13583,1,2011-07-07 10:40:00,2011-07-07 10:40:00,781.03,781.03,781.03,725,,156,0,1,United Kingdom,781.03,9372.36
13584,1,2011-02-06 12:49:00,2011-02-06 12:49:00,142.4,142.4,142.4,37,,307,0,1,United Kingdom,142.4,1708.8
13587,1,2011-10-07 12:31:00,2011-10-07 12:31:00,712.4,712.4,712.4,180,,64,0,1,United Kingdom,712.4,8548.8
13588,9,2011-03-29 15:53:00,2011-11-24 10:42:00,2478.95,275.44,222.0,2606,29.5,16,239,239,United Kingdom,2478.95,3785.84
13589,2,2011-06-13 12:44:00,2011-11-25 12:10:00,379.65,189.82,189.82,114,164.0,15,164,164,United Kingdom,379.65,844.95
13590,6,2011-02-09 13:25:00,2011-11-28 12:54:00,1981.92,330.32,305.3,1848,58.2,11,291,291,United Kingdom,1981.92,2485.91
13591,3,2011-03-18 12:18:00,2011-10-06 12:26:00,1117.13,372.38,340.9,485,100.5,65,202,202,United Kingdom,1117.13,2018.58
13592,4,2011-03-20 14:01:00,2011-11-04 09:49:00,247.96,61.99,59.58,84,76.0,36,228,228,United Kingdom,247.96,396.95
13593,5,2011-01-07 16:32:00,2011-08-23 13:35:00,2011.88,402.38,422.3,719,56.75,108,227,227,United Kingdom,2011.88,3234.96
13594,1,2011-10-18 10:19:00,2011-10-18 10:19:00,396.97,396.97,396.97,359,,53,0,1,United Kingdom,396.97,4763.64
13596,2,2011-11-27 11:57:00,2011-12-04 12:01:00,664.11,332.06,332.06,384,7.0,6,7,7,United Kingdom,664.11,7969.32
13598,1,2011-10-23 14:28:00,2011-10-23 14:28:00,160.04,160.04,160.04,52,,47,0,1,United Kingdom,160.04,1920.48
13599,21,2010-12-08 10:11:00,2011-12-08 16:10:00,5149.92,245.23,204.22,3293,17.95,1,365,365,United Kingdom,5149.92,5149.92
13600,1,2011-01-31 15:27:00,2011-01-31 15:27:00,219.52,219.52,219.52,324,,312,0,1,United Kingdom,219.52,2634.24
13601,2,2011-05-12 16:52:00,2011-10-25 17:31:00,693.32,346.66,346.66,548,166.0,45,166,166,United Kingdom,693.32,1524.47
13602,1,2011-10-06 11:47:00,2011-10-06 11:47:00,428.89,428.89,428.89,267,,65,0,1,United Kingdom,428.89,5146.68
13603,1,2011-11-13 15:57:00,2011-11-13 15:57:00,164.34,164.34,164.34,164,,26,0,1,United Kingdom,164.34,1972.08
13606,3,2011-02-01 11:42:00,2011-11-10 17:46:00,276.75,92.25,70.02,276,141.0,29,282,282,United Kingdom,276.75,358.2
13607,1,2011-10-30 16:17:00,2011-10-30 16:17:00,675.51,675.51,675.51,288,,40,0,1,United Kingdom,675.51,8106.12
13610,7,2011-02-27 14:44:00,2011-11-27 15:38:00,1082.33,154.62,127.0,488,44.83,12,273,273,United Kingdom,1082.33,1447.07
13611,3,2010-12-15 10:31:00,2011-09-11 14:51:00,1154.4,384.8,333.57,754,135.0,89,270,270,United Kingdom,1154.4,1560.58
13614,4,2011-01-13 12:37:00,2011-11-15 14:47:00,1585.46,396.36,403.29,564,101.67,24,306,306,United Kingdom,1585.46,1891.15
13615,1,2011-01-25 08:21:00,2011-01-25 08:21:00,417.69,417.69,417.69,189,,319,0,1,United Kingdom,417.69,5012.28
13617,3,2011-06-12 12:55:00,2011-10-30 13:50:00,544.18,181.39,178.48,300,70.0,40,140,140,United Kingdom,544.18,1418.76
13618,1,2011-06-19 11:09:00,2011-06-19 11:09:00,177.34,177.34,177.34,246,,174,0,1,United Kingdom,177.34,2128.08
13621,1,2011-08-15 08:26:00,2011-08-15 08:26:00,213.85,213.85,213.85,343,,117,0,1,United Kingdom,213.85,2566.2
13623,5,2011-02-15 13:08:00,2011-11-09 12:00:00,727.74,145.55,147.58,286,66.25,31,266,266,United Kingdom,727.74,998.59
13626,1,2011-04-01 10:05:00,2011-04-01 10:05:00,257.23,257.23,257.23,209,,253,0,1,United Kingdom,257.23,3086.76
13627,5,2010-12-17 09:52:00,2011-10-11 14:20:00,1638.47,327.69,307.18,1269,74.0,59,298,298,United Kingdom,1638.47,2006.85
13629,11,2011-01-05 12:09:00,2011-11-16 13:21:00,7792.36,708.4,765.0,4372,31.0,23,315,315,United Kingdom,7792.36,9029.24
13630,7,2011-02-27 12:49:00,2011-12-04 15:16:00,2031.78,290.25,301.92,1391,46.17,5,280,280,United Kingdom,2031.78,2648.57
13631,11,2011-03-17 17:13:00,2011-09-01 09:57:00,3070.42,279.13,160.0,467,16.5,100,167,167,United Kingdom,3070.42,6710.8
13632,5,2011-04-10 15:07:00,2011-11-15 10:51:00,2118.93,423.79,351.45,1031,54.25,25,218,218,United Kingdom,2118.93,3547.75
13634,5,2011-01-16 15:30:00,2011-11-06 13:40:00,1547.36,309.47,263.41,700,73.0,33,293,293,United Kingdom,1547.36,1927.6
13635,1,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03,1071.03,1071.03,677,,68,0,1,United Kingdom,1071.03,12852.36
13636,5,2011-02-27 14:29:00,2011-11-03 10:30:00,949.12,189.82,154.5,592,61.75,37,248,248,United Kingdom,949.12,1396.89
13637,3,2011-04-27 13:06:00,2011-10-18 13:32:00,804.3,268.1,262.25,405,87.0,52,174,174,United Kingdom,804.3,1687.18
13638,1,2011-11-24 10:38:00,2011-11-24 10:38:00,122.64,122.64,122.64,93,,16,0,1,United Kingdom,122.64,1471.68
13639,1,2011-09-26 13:36:00,2011-09-26 13:36:00,1033.34,1033.34,1033.34,800,,74,0,1,United Kingdom,1033.34,12400.08
13642,1,2011-05-08 12:34:00,2011-05-08 12:34:00,312.28,312.28,312.28,151,,216,0,1,United Kingdom,312.28,3747.36
13643,3,2011-06-07 11:40:00,2011-11-08 15:37:00,519.44,173.15,171.5,273,76.5,31,154,154,United Kingdom,519.44,1231.14
13644,4,2011-08-26 11:53:00,2011-11-23 14:07:00,2624.26,656.06,663.22,2067,29.33,16,89,89,United Kingdom,2624.26,10762.41
13645,1,2011-08-11 16:11:00,2011-08-11 16:11:00,252.1,252.1,252.1,158,,120,0,1,United Kingdom,252.1,3025.2
13647,4,2011-04-19 09:49:00,2011-11-30 12:00:00,1648.12,412.03,401.93,887,74.67,10,225,225,United Kingdom,1648.12,2673.62
13649,2,2010-12-08 14:46:00,2011-03-28 11:51:00,346.6,173.3,173.3,139,109.0,257,109,109,United Kingdom,346.6,1160.63
13650,6,2011-03-17 12:37:00,2011-11-23 12:22:00,1836.34,306.06,345.04,922,49.8,17,250,250,United Kingdom,1836.34,2681.06
13651,2,2011-10-31 12:11:00,2011-11-04 14:59:00,94.2,47.1,47.1,33,4.0,35,4,4,United Kingdom,94.2,1130.4
13652,3,2010-12-06 09:21:00,2011-10-25 08:51:00,1095.08,365.03,329.44,578,161.0,46,322,322,United Kingdom,1095.08,1241.32
13654,6,2011-03-11 12:54:00,2011-10-27 16:24:00,2707.33,451.22,429.96,2182,45.8,43,230,230,United Kingdom,2707.33,4296.42
13655,2,2011-04-12 09:53:00,2011-08-17 14:25:00,932.97,466.48,466.48,605,127.0,114,127,127,United Kingdom,932.97,2681.37
13656,2,2011-01-06 15:42:00,2011-06-28 10:31:00,379.65,189.82,189.82,490,172.0,165,172,172,United Kingdom,379.65,805.65
13657,2,2011-05-22 12:35:00,2011-11-29 12:32:00,382.14,191.07,191.07,209,190.0,11,190,190,United Kingdom,382.14,734.11
13658,5,2011-05-19 17:15:00,2011-11-30 10:13:00,2639.17,527.83,434.8,1019,48.25,10,194,194,United Kingdom,2639.17,4965.45
13659,2,2011-01-23 12:08:00,2011-05-18 12:37:00,1563.0,781.5,781.5,882,115.0,206,115,115,United Kingdom,1563.0,4960.83
13662,3,2011-03-25 13:23:00,2011-09-15 12:04:00,881.26,293.75,288.74,533,86.5,86,173,173,United Kingdom,881.26,1859.31
13663,1,2011-06-13 15:44:00,2011-06-13 15:44:00,189.47,189.47,189.47,91,,179,0,1,United Kingdom,189.47,2273.64
13666,3,2011-02-25 13:05:00,2011-10-10 15:39:00,84.65,28.22,20.6,41,113.5,60,227,227,United Kingdom,84.65,136.11
13667,1,2011-07-13 15:42:00,2011-07-13 15:42:00,299.05,299.05,299.05,149,,149,0,1,United Kingdom,299.05,3588.6
13668,21,2010-12-12 12:35:00,2011-12-07 12:11:00,6309.83,300.47,231.4,3722,17.5,3,359,359,United Kingdom,6309.83,6415.29
13669,2,2011-07-13 11:44:00,2011-10-20 09:32:00,218.55,109.28,109.28,237,98.0,51,98,98,United Kingdom,218.55,813.99
13670,1,2011-09-25 15:25:00,2011-09-25 15:25:00,349.7,349.7,349.7,282,,75,0,1,United Kingdom,349.7,4196.4
13672,2,2011-01-11 13:54:00,2011-02-11 13:53:00,186.39,93.2,93.2,57,30.0,301,30,30,United Kingdom,186.39,2236.68
13673,2,2011-11-07 15:40:00,2011-11-21 12:11:00,387.44,193.72,193.72,114,13.0,19,13,13,United Kingdom,387.44,4649.28
13675,2,2011-02-28 12:14:00,2011-07-11 12:57:00,486.82,243.41,243.41,330,133.0,151,133,133,United Kingdom,486.82,1336.01
13678,1,2011-07-11 10:14:00,2011-07-11 10:14:00,232.6,232.6,232.6,924,,152,0,1,United Kingdom,232.6,2791.2
13680,4,2011-01-04 14:12:00,2011-12-08 13:47:00,3719.12,929.78,781.96,1934,112.33,1,337,337,United Kingdom,3719.12,4028.13
13681,4,2011-07-07 15:21:00,2011-11-22 11:13:00,827.83,206.96,191.56,360,45.33,18,137,137,United Kingdom,827.83,2205.53
13682,1,2011-06-05 14:06:00,2011-06-05 14:06:00,59.5,59.5,59.5,10,,187,0,1,United Kingdom,59.5,714.0
13684,1,2011-02-27 10:13:00,2011-02-27 10:13:00,65.13,65.13,65.13,38,,286,0,1,United Kingdom,65.13,781.56
13685,7,2011-10-10 12:59:00,2011-12-07 11:41:00,3119.44,445.63,6.31,5056,9.17,3,57,57,United Kingdom,3119.44,19975.36
13686,1,2011-06-10 09:10:00,2011-06-10 09:10:00,72.0,72.0,72.0,70,,183,0,1,United Kingdom,72.0,864.0
13689,1,2011-10-07 13:21:00,2011-10-07 13:21:00,910.0,910.0,910.0,512,,63,0,1,United Kingdom,910.0,10920.0
13690,1,2011-10-11 15:03:00,2011-10-11 15:03:00,172.25,172.25,172.25,67,,59,0,1,United Kingdom,172.25,2067.0
13692,3,2011-04-17 12:57:00,2011-11-15 11:17:00,1488.32,496.11,616.74,1226,105.5,25,211,211,United Kingdom,1488.32,2574.58
13694,50,2010-12-01 12:12:00,2011-12-06 09:32:00,65039.62,1300.79,1202.3,63312,7.14,4,369,369,United Kingdom,65039.62,64334.58
13695,15,2011-03-25 11:31:00,2011-11-08 14:26:00,2504.13,166.94,110.4,1603,15.93,31,228,228,United Kingdom,2504.13,4008.8
13697,1,2011-11-01 09:14:00,2011-11-01 09:14:00,151.3,151.3,151.3,177,,39,0,1,United Kingdom,151.3,1815.6
13699,1,2011-07-07 16:51:00,2011-07-07 16:51:00,308.58,308.58,308.58,66,,155,0,1,United Kingdom,308.58,3702.96
13700,10,2011-01-16 13:18:00,2011-11-13 13:00:00,2248.63,224.86,301.59,2281,33.11,26,300,300,United Kingdom,2248.63,2735.83
13703,1,2011-01-25 13:10:00,2011-01-25 13:10:00,99.5,99.5,99.5,10,,318,0,1,United Kingdom,99.5,1194.0
13704,9,2011-09-12 14:40:00,2011-12-04 15:13:00,2308.06,256.45,237.36,1531,10.12,5,83,83,United Kingdom,2308.06,10149.9
13705,3,2010-12-01 10:29:00,2011-12-02 12:32:00,711.86,237.29,204.54,363,182.5,8,366,366,United Kingdom,711.86,709.92
13706,1,2011-02-10 09:21:00,2011-02-10 09:21:00,330.79,330.79,330.79,189,,303,0,1,United Kingdom,330.79,3969.48
13707,2,2011-01-28 13:27:00,2011-03-17 18:03:00,806.41,403.2,403.2,351,48.0,267,48,48,United Kingdom,806.41,6132.08
13708,1,2011-03-13 13:46:00,2011-03-13 13:46:00,285.33,285.33,285.33,301,,271,0,1,United Kingdom,285.33,3423.96
13709,13,2011-01-28 14:57:00,2011-12-06 10:28:00,6307.65,485.2,497.11,3508,25.67,4,311,311,United Kingdom,6307.65,7402.87
13710,1,2011-11-08 08:16:00,2011-11-08 08:16:00,180.48,180.48,180.48,176,,32,0,1,United Kingdom,180.48,2165.76
13711,2,2011-05-05 10:29:00,2011-05-05 10:31:00,252.06,126.03,126.03,140,0.0,219,0,1,United Kingdom,252.06,3024.72
13712,1,2011-04-07 12:33:00,2011-04-07 12:33:00,228.84,228.84,228.84,352,,247,0,1,United Kingdom,228.84,2746.08
13715,5,2010-12-02 08:52:00,2011-03-03 19:21:00,1077.39,215.48,210.13,562,22.5,281,91,91,United Kingdom,1077.39,4321.4
13716,1,2011-03-15 13:49:00,2011-03-15 13:49:00,138.28,138.28,138.28,138,,269,0,1,United Kingdom,138.28,1659.36
13717,6,2011-02-14 13:21:00,2011-11-07 14:13:00,1445.01,240.84,237.16,1959,52.6,32,266,266,United Kingdom,1445.01,1982.81
13718,2,2011-02-17 11:58:00,2011-04-07 13:24:00,306.55,153.28,153.28,173,49.0,246,49,49,United Kingdom,306.55,2283.48
13719,5,2011-04-19 13:56:00,2011-11-24 15:26:00,1041.68,208.34,205.84,609,54.25,15,219,219,United Kingdom,1041.68,1736.13
13720,4,2011-03-30 09:17:00,2011-08-15 12:46:00,799.9,199.98,206.62,501,45.33,117,138,138,United Kingdom,799.9,2115.68
13721,1,2011-11-03 14:05:00,2011-11-03 14:05:00,524.14,524.14,524.14,316,,36,0,1,United Kingdom,524.14,6289.68
13722,3,2011-03-02 11:43:00,2011-07-31 12:44:00,2375.41,791.8,738.06,1401,75.5,132,151,151,United Kingdom,2375.41,5741.89
13723,1,2011-05-06 17:04:00,2011-05-06 17:04:00,199.85,199.85,199.85,43,,217,0,1,United Kingdom,199.85,2398.2
13725,8,2011-02-04 12:18:00,2011-10-21 10:03:00,1980.56,247.57,147.08,806,36.57,50,258,258,United Kingdom,1980.56,2801.96
13726,2,2011-08-31 11:06:00,2011-11-01 10:49:00,1079.66,539.83,539.83,1054,61.0,39,61,61,United Kingdom,1079.66,6460.26
13727,2,2011-11-06 12:16:00,2011-11-11 09:46:00,333.48,166.74,166.74,162,4.0,29,4,4,United Kingdom,333.48,4001.76
13728,6,2011-02-02 12:09:00,2011-11-03 10:49:00,1016.14,169.36,160.26,458,54.0,37,273,273,United Kingdom,1016.14,1358.58
13730,2,2011-07-01 12:47:00,2011-07-27 08:35:00,752.6,376.3,376.3,488,25.0,136,25,25,United Kingdom,752.6,9031.2
13731,2,2011-04-07 10:10:00,2011-05-04 14:33:00,610.59,305.3,305.3,278,27.0,219,27,27,United Kingdom,610.59,7327.08
13732,1,2011-11-11 15:49:00,2011-11-11 15:49:00,491.86,491.86,491.86,498,,28,0,1,United Kingdom,491.86,5902.32
13735,4,2011-04-19 13:49:00,2011-11-15 11:14:00,2883.54,720.88,709.57,1128,69.33,25,209,209,United Kingdom,2883.54,5035.85
13736,2,2011-03-24 13:04:00,2011-12-04 15:19:00,729.8,364.9,364.9,496,255.0,5,255,255,United Kingdom,729.8,1044.62
13737,1,2011-05-23 16:32:00,2011-05-23 16:32:00,339.6,339.6,339.6,125,,200,0,1,United Kingdom,339.6,4075.2
13739,1,2011-11-21 13:35:00,2011-11-21 13:35:00,216.9,216.9,216.9,54,,18,0,1,United Kingdom,216.9,2602.8
13740,1,2011-04-13 10:32:00,2011-04-13 10:32:00,350.75,350.75,350.75,425,,241,0,1,United Kingdom,350.75,4209.0
13741,3,2011-05-06 13:43:00,2011-09-29 09:19:00,668.43,222.81,200.17,218,72.5,72,145,145,United Kingdom,668.43,1682.6
13742,12,2011-01-23 14:59:00,2011-11-23 11:07:00,3107.87,258.99,246.35,1115,27.09,17,303,303,United Kingdom,3107.87,3743.8
13743,7,2011-03-25 14:46:00,2011-12-07 10:09:00,1341.6,191.66,166.32,1776,42.17,3,256,256,United Kingdom,1341.6,1912.83
13744,2,2011-02-20 14:08:00,2011-09-05 15:19:00,1080.52,540.26,540.26,1153,197.0,95,197,197,United Kingdom,1080.52,2001.98
13745,1,2011-06-30 16:43:00,2011-06-30 16:43:00,300.04,300.04,300.04,496,,162,0,1,United Kingdom,300.04,3600.48
13747,1,2010-12-01 10:37:00,2010-12-01 10:37:00,79.6,79.6,79.6,8,,374,0,1,United Kingdom,79.6,955.2
13748,5,2010-12-01 09:00:00,2011-09-05 09:45:00,948.25,189.65,204.0,439,69.25,96,278,278,United Kingdom,948.25,1245.0
13750,5,2011-01-07 11:49:00,2011-10-17 12:16:00,1647.26,329.45,325.44,516,70.0,54,283,283,United Kingdom,1647.26,2124.56
13751,1,2011-02-24 15:56:00,2011-02-24 15:56:00,296.25,296.25,296.25,152,,288,0,1,United Kingdom,296.25,3555.0
13752,6,2011-04-07 12:04:00,2011-08-07 14:16:00,1175.38,195.9,180.06,874,24.0,124,122,122,United Kingdom,1175.38,3516.51
13753,1,2011-02-25 12:48:00,2011-02-25 12:48:00,741.26,741.26,741.26,512,,288,0,1,United Kingdom,741.26,8895.12
13754,2,2011-01-26 14:58:00,2011-07-11 11:51:00,282.6,141.3,141.3,214,165.0,152,165,165,United Kingdom,282.6,625.15
13755,9,2011-10-07 15:45:00,2011-12-06 12:26:00,2108.06,234.23,156.9,1242,7.0,4,59,59,United Kingdom,2108.06,13041.39
13756,14,2010-12-07 11:41:00,2011-12-07 16:44:00,5189.52,370.68,360.36,3188,27.54,2,365,365,United Kingdom,5189.52,5189.52
13758,7,2010-12-01 12:08:00,2011-11-28 11:11:00,3190.55,455.79,362.45,1844,59.83,12,361,361,United Kingdom,3190.55,3225.9
13759,2,2011-09-29 15:40:00,2011-11-06 14:47:00,659.41,329.71,329.71,287,37.0,33,37,37,United Kingdom,659.41,6504.99
13760,2,2011-03-28 12:52:00,2011-10-16 16:13:00,286.79,143.4,143.4,197,202.0,54,202,202,United Kingdom,286.79,518.21
13761,2,2011-06-13 08:43:00,2011-10-20 14:01:00,1070.65,535.33,535.33,642,129.0,50,129,129,United Kingdom,1070.65,3029.36
13762,1,2011-05-05 09:15:00,2011-05-05 09:15:00,306.72,306.72,306.72,272,,219,0,1,United Kingdom,306.72,3680.64
13763,1,2011-10-07 15:13:00,2011-10-07 15:13:00,1714.96,1714.96,1714.96,728,,63,0,1,United Kingdom,1714.96,20579.52
13764,3,2011-01-06 14:53:00,2011-09-30 12:03:00,1519.42,506.47,499.89,926,133.0,71,266,266,United Kingdom,1519.42,2084.92
13767,37,2010-12-01 10:47:00,2011-12-07 15:00:00,17220.36,465.42,380.31,7322,9.86,2,371,371,United Kingdom,17220.36,16941.86
13769,10,2010-12-07 13:28:00,2011-12-07 15:08:00,2796.51,279.65,303.0,1163,40.22,2,365,365,United Kingdom,2796.51,2796.51
13771,4,2011-04-06 15:47:00,2011-10-06 14:18:00,2634.45,658.61,721.82,1477,60.67,64,182,182,United Kingdom,2634.45,5283.38
13772,3,2011-04-14 12:31:00,2011-11-06 11:43:00,1122.63,374.21,439.66,540,102.5,34,205,205,United Kingdom,1122.63,1998.83
13774,1,2011-09-19 12:06:00,2011-09-19 12:06:00,345.0,345.0,345.0,192,,82,0,1,United Kingdom,345.0,4140.0
13777,33,2010-12-01 16:01:00,2011-12-09 12:25:00,25977.16,787.19,315.96,12897,11.28,1,372,372,United Kingdom,25977.16,25488.34
13778,1,2011-08-28 15:25:00,2011-08-28 15:25:00,178.7,178.7,178.7,70,,103,0,1,United Kingdom,178.7,2144.4
13780,2,2011-06-22 11:43:00,2011-12-02 13:49:00,360.01,180.01,180.01,318,163.0,7,163,163,United Kingdom,360.01,806.16
13781,1,2011-04-03 12:08:00,2011-04-03 12:08:00,127.84,127.84,127.84,30,,251,0,1,United Kingdom,127.84,1534.08
13782,6,2011-01-16 11:08:00,2011-11-27 11:54:00,908.86,151.48,155.94,369,62.4,13,315,315,United Kingdom,908.86,1053.12
13784,11,2011-01-11 14:38:00,2011-11-30 09:33:00,2462.79,223.89,155.52,2493,31.8,10,322,322,United Kingdom,2462.79,2791.67
13786,1,2010-12-07 13:53:00,2010-12-07 13:53:00,230.4,230.4,230.4,136,,367,0,1,United Kingdom,230.4,2764.8
13787,2,2010-12-10 14:45:00,2011-09-25 12:06:00,309.04,154.52,154.52,337,288.0,76,288,288,United Kingdom,309.04,391.67
13790,1,2011-12-05 15:48:00,2011-12-05 15:48:00,348.8,348.8,348.8,748,,4,0,1,United Kingdom,348.8,4185.6
13791,2,2011-06-24 16:38:00,2011-08-04 11:44:00,1516.0,758.0,758.0,1200,40.0,128,40,40,United Kingdom,1516.0,13833.5
13792,2,2011-02-25 14:03:00,2011-10-04 14:31:00,195.55,97.78,97.78,92,221.0,66,221,221,United Kingdom,195.55,322.97
13798,57,2010-12-02 17:24:00,2011-12-08 15:51:00,37153.85,651.82,509.2,23948,6.16,1,370,370,United Kingdom,37153.85,36651.77
13799,2,2011-02-18 14:18:00,2011-08-15 12:07:00,688.86,344.43,344.43,402,177.0,117,177,177,United Kingdom,688.86,1420.53
13800,1,2011-02-03 12:27:00,2011-02-03 12:27:00,558.32,558.32,558.32,331,,310,0,1,United Kingdom,558.32,6699.84
13801,1,2011-10-04 10:15:00,2011-10-04 10:15:00,324.8,324.8,324.8,168,,67,0,1,United Kingdom,324.8,3897.6
13802,3,2011-02-01 12:03:00,2011-07-24 10:54:00,4599.42,1533.14,1468.36,2572,86.0,139,172,172,United Kingdom,4599.42,9760.4
13803,1,2011-03-29 12:57:00,2011-03-29 12:57:00,277.07,277.07,277.07,121,,255,0,1,United Kingdom,277.07,3324.84
13804,7,2011-02-23 09:09:00,2011-11-09 12:32:00,2588.39,369.77,310.34,1462,43.0,31,259,259,United Kingdom,2588.39,3647.73
13805,2,2011-08-02 15:29:00,2011-10-18 14:50:00,924.6,462.3,462.3,1900,76.0,52,76,76,United Kingdom,924.6,4440.51
13806,1,2011-10-07 11:43:00,2011-10-07 11:43:00,256.38,256.38,256.38,56,,64,0,1,United Kingdom,256.38,3076.56
13807,1,2010-12-07 15:48:00,2010-12-07 15:48:00,112.6,112.6,112.6,36,,367,0,1,United Kingdom,112.6,1351.2
13808,5,2011-09-04 12:07:00,2011-12-04 12:18:00,1747.66,349.53,229.16,782,22.25,6,91,91,United Kingdom,1747.66,7009.85
13809,1,2011-02-07 13:15:00,2011-02-07 13:15:00,155.05,155.05,155.05,29,,305,0,1,Cyprus,155.05,1860.6
13810,3,2011-10-14 12:57:00,2011-11-11 08:33:00,1499.01,499.67,599.5,312,13.5,29,27,27,Germany,1499.01,17988.12
13811,3,2011-04-14 18:40:00,2011-06-09 09:54:00,814.5,271.5,258.75,68,27.0,184,55,55,Germany,814.5,5405.32
13812,3,2011-08-26 12:54:00,2011-10-28 14:27:00,539.0,179.67,139.88,333,31.0,42,63,63,Germany,539.0,3122.78
13813,4,2011-07-28 10:33:00,2011-10-31 10:38:00,1366.86,341.72,338.69,552,31.33,40,95,95,Germany,1366.86,5251.62
13814,2,2011-07-25 13:54:00,2011-09-08 13:48:00,1579.12,789.56,789.56,864,44.0,92,44,44,Germany,1579.12,13099.52
13815,4,2011-01-25 12:16:00,2011-11-17 14:19:00,4027.36,1006.84,979.21,2560,98.67,22,296,296,Germany,4027.36,4966.17
13816,2,2011-10-06 14:37:00,2011-11-16 08:38:00,571.67,285.84,285.84,269,40.0,24,40,40,Germany,571.67,5216.49
13817,2,2010-12-23 11:46:00,2011-11-10 17:49:00,382.98,191.49,191.49,211,322.0,29,322,322,Germany,382.98,434.12
13819,3,2011-01-24 10:38:00,2011-02-11 10:38:00,1140.35,380.12,408.3,1109,8.5,302,18,18,United Kingdom,1140.35,13684.2
13821,2,2011-03-23 11:30:00,2011-07-18 09:49:00,385.64,192.82,192.82,153,116.0,145,116,116,United Kingdom,385.64,1213.44
13822,2,2011-10-30 15:55:00,2011-12-04 12:13:00,632.0,316.0,316.0,611,34.0,6,34,34,United Kingdom,632.0,6784.71
13823,2,2011-09-09 10:42:00,2011-11-21 10:22:00,957.66,478.83,478.83,439,72.0,19,72,72,United Kingdom,957.66,4854.8
13824,5,2011-02-02 13:07:00,2011-11-07 12:41:00,1698.94,339.79,269.1,768,69.0,33,277,277,United Kingdom,1698.94,2238.68
13826,1,2011-06-16 13:48:00,2011-06-16 13:48:00,189.5,189.5,189.5,82,,176,0,1,United Kingdom,189.5,2274.0
